ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,4,Typ,Attchd,Unf,350.0,Y,WD ,109500,54,1650.0,1.5
RL,NAmes,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Unf,484.0,Y,WD ,163500,37,3314.0,2.5
RL,BrkSide,Norm,4,CompShg,0.0,3,3,TA,Y,FuseA,TA,4,Typ,None,None,0.0,Y,WD ,100000,65,1576.0,1.0
RL,NoRidge,Norm,8,CompShg,692.0,4,5,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,888.0,Y,WD ,334000,14,4160.0,3.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Detchd,Unf,280.0,Y,WD ,137250,42,1728.0,2.0
RL,Gilbert,Norm,7,CompShg,456.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,576.0,Y,New,320000,1,3854.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Fin,576.0,Y,WD ,162000,51,2350.0,2.0
FV,Somerst,Norm,7,CompShg,432.0,5,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,484.0,Y,New,222000,1,2948.0,3.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,393.0,Y,WD ,178000,6,2040.0,3.5
RM,OldTown,Norm,5,CompShg,294.0,3,3,TA,Y,SBrkr,Gd,4,Typ,Attchd,Unf,240.0,Y,WD ,119000,70,1592.0,2.0
RL,NAmes,Norm,5,CompShg,288.0,3,3,TA,Y,SBrkr,TA,8,Typ,Attchd,RFn,264.0,Y,WD ,169500,45,2676.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,554.0,Y,WD ,236000,9,3208.0,2.5
RM,Crawfor,Norm,8,CompShg,186.0,5,5,Ex,Y,SBrkr,Ex,5,Typ,Attchd,Fin,525.0,Y,New,294464,1,3244.0,3.5
RL,NAmes,Norm,6,CompShg,0.0,3,2,TA,Y,SBrkr,TA,9,Typ,Attchd,Unf,576.0,Y,WD ,206900,39,3064.0,2.5
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,RFn,618.0,Y,WD ,233000,6,3040.0,3.5
RM,OldTown,Norm,6,CompShg,0.0,3,3,Gd,N,FuseA,TA,5,Typ,Detchd,Unf,280.0,Y,COD,108000,82,2064.0,1.0
RL,Gilbert,Norm,6,CompShg,119.0,3,4,Gd,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,420.0,Y,WD ,165000,13,2150.0,2.5
RL,CollgCr,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,748.0,Y,WD ,134900,30,2080.0,1.5
RM,BrkSide,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,240.0,Y,WD ,113000,68,1768.0,1.0
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Attchd,Unf,242.0,Y,WD ,147900,11,2194.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,2,Ex,Y,SBrkr,TA,4,Typ,None,None,0.0,Y,WD ,99900,87,1728.0,1.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,RFn,460.0,Y,WD ,143000,33,2311.0,2.5
RM,BrkSide,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,528.0,Y,WD ,114500,72,1992.0,1.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,288.0,Y,WD ,129200,39,1853.0,1.0
RM,Crawfor,Norm,8,CompShg,186.0,5,5,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,482.0,Y,New,392500,0,3252.0,3.5
RL,Crawfor,Norm,7,CompShg,0.0,5,3,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,252.0,Y,WD ,266500,69,3492.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,396.0,Y,WD ,177500,11,1766.0,2.5
RL,Mitchel,Norm,5,CompShg,182.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Unf,384.0,Y,WD ,139500,41,2016.0,1.0
RL,CollgCr,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,BuiltIn,Fin,440.0,Y,WD ,170000,2,2004.0,2.5
RL,NAmes,Norm,6,CompShg,306.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Attchd,RFn,539.0,Y,WD ,224500,43,2999.0,2.5
RL,NridgHt,Norm,8,CompShg,186.0,4,4,Ex,Y,SBrkr,Gd,10,Typ,BuiltIn,Fin,730.0,Y,WD ,290000,6,3482.0,3.5
RM,IDOTRR,Norm,7,CompShg,600.0,3,3,Ex,Y,FuseF,TA,7,Typ,Detchd,Unf,240.0,Y,WD ,169500,76,2858.0,1.5
RL,Mitchel,Norm,7,CompShg,108.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,550.0,Y,WD ,240000,5,3420.0,2.0
RL,NAmes,Norm,5,CompShg,176.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,Fin,288.0,Y,WD ,144000,52,2228.0,2.0
RL,NAmes,Norm,6,CompShg,272.0,3,3,TA,Y,SBrkr,TA,9,Typ,Attchd,RFn,540.0,Y,WD ,165000,43,2793.0,2.0
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,RFn,542.0,Y,WD ,145000,19,2664.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,504.0,N,COD,114000,46,2548.0,2.0
RL,NridgHt,Norm,8,CompShg,375.0,4,4,Gd,Y,SBrkr,Gd,9,Typ,Attchd,Fin,895.0,Y,New,395000,1,3908.0,2.0
RM,BrDale,Norm,6,CompShg,514.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,440.0,Y,WD ,105500,33,1617.0,1.5
RL,Mitchel,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Unf,741.0,Y,WD ,254900,12,2965.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Fa,Y,FuseA,TA,6,Min2,Attchd,Unf,357.0,Y,WD ,102000,57,2102.0,1.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,622.0,Y,WD ,230000,8,2784.0,3.5
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Detchd,Unf,180.0,N,WD ,137500,87,2452.0,1.5
RL,BrkSide,Norm,5,CompShg,0.0,4,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,288.0,Y,WD ,138000,80,2151.0,1.0
RL,SawyerW,Norm,6,CompShg,100.0,4,4,Gd,Y,SBrkr,Gd,5,Min2,Attchd,Unf,576.0,Y,WD ,156500,26,1858.0,1.5
RL,NAmes,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,463.0,Y,WD ,124500,39,1728.0,1.0
RL,NWAmes,Norm,7,WdShake,0.0,3,4,TA,Y,SBrkr,TA,8,Typ,Attchd,RFn,534.0,Y,WD ,190000,30,2777.0,2.5
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,388.0,Y,WD ,159895,1,2532.0,2.0
RL,SWISU,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,BuiltIn,RFn,621.0,Y,WD ,189000,87,3213.0,3.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,N,SBrkr,TA,6,Typ,None,None,0.0,Y,WD ,124000,42,1824.0,1.0
RL,Sawyer,Norm,5,CompShg,180.0,3,4,TA,Y,SBrkr,TA,5,Mod,Detchd,Unf,528.0,Y,WD ,121500,53,2784.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Fa,Y,FuseA,TA,9,Typ,Detchd,Unf,484.0,Y,WD ,146000,51,3648.0,2.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,626.0,Y,WD ,235000,8,2751.0,3.5
RM,Crawfor,Norm,8,CompShg,186.0,4,5,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,525.0,Y,WD ,300000,2,3240.0,3.5
RM,MeadowV,Norm,4,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,5,Typ,None,None,0.0,Y,WD ,90500,36,1638.0,1.5
RL,NAmes,Norm,5,CompShg,108.0,3,3,TA,Y,SBrkr,TA,10,Typ,Detchd,Unf,576.0,Y,WD ,142600,43,3456.0,2.0
RL,CollgCr,Norm,7,CompShg,110.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,544.0,Y,WD ,227000,7,3146.0,3.0
RL,Crawfor,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,13,Typ,Detchd,Unf,400.0,Y,WD ,205000,69,3400.0,2.5
RL,CollgCr,Norm,8,CompShg,158.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,482.0,Y,WD ,246900,8,2682.0,2.5
C (all),IDOTRR,Norm,4,CompShg,0.0,3,1,Ex,N,SBrkr,TA,6,Typ,Detchd,Unf,185.0,Y,WD ,89000,113,1534.0,1.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,N,FuseF,Fa,5,Typ,Detchd,Unf,480.0,P,WD ,64000,62,1864.0,1.0
RL,Greens,Norm,8,CompShg,0.0,4,4,TA,Y,SBrkr,Gd,4,Typ,Attchd,Fin,484.0,Y,WD ,170000,28,2452.0,2.0
RL,NridgHt,Norm,9,CompShg,424.0,5,5,Ex,Y,SBrkr,Ex,12,Typ,BuiltIn,RFn,1020.0,Y,New,582933,1,4556.0,3.5
RM,OldTown,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,5,Typ,Detchd,Unf,440.0,Y,WD ,110500,81,2206.0,1.0
RL,Edwards,Norm,6,CompShg,198.0,3,3,Gd,Y,SBrkr,TA,5,Min2,Attchd,Fin,622.0,P,WD ,110000,47,2358.0,1.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,None,None,0.0,Y,WD ,118000,62,1396.0,1.5
RL,NridgHt,Norm,7,CompShg,292.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,RFn,871.0,Y,WD ,284000,5,3044.0,3.5
RL,NAmes,Norm,6,CompShg,318.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Attchd,Fin,490.0,Y,WD ,171000,46,2574.0,1.5
RL,SawyerW,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,RFn,478.0,Y,WD ,193000,5,2647.0,2.5
RL,Mitchel,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,502.0,Y,WD ,135000,31,2268.0,2.5
RL,Crawfor,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,7,Typ,Detchd,Unf,288.0,N,WD ,167000,87,2454.0,1.5
RM,OldTown,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,RFn,528.0,Y,COD,105000,56,1440.0,1.0
RL,CollgCr,Norm,7,CompShg,183.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,472.0,Y,WD ,214000,7,3176.0,2.0
RL,NridgHt,Norm,8,CompShg,112.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,BuiltIn,RFn,746.0,Y,WD ,279000,2,3334.0,3.5
RL,NWAmes,Norm,6,CompShg,248.0,3,3,TA,Y,SBrkr,Gd,8,Typ,Attchd,RFn,485.0,Y,WD ,184500,31,2550.0,3.0
RM,OldTown,Norm,3,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,308.0,Y,WD ,120000,59,1832.0,1.5
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,528.0,Y,WD ,171500,17,2546.0,2.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Detchd,RFn,528.0,Y,New,164700,1,1875.0,2.5
RL,SawyerW,Norm,6,CompShg,232.0,4,4,Ex,Y,SBrkr,Ex,9,Typ,Attchd,RFn,506.0,Y,WD ,209000,17,3427.0,2.5
RM,Blmngtn,Norm,7,CompShg,18.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,388.0,Y,WD ,225000,2,2913.0,3.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,None,None,0.0,N,WD ,81000,96,1842.0,1.0
RL,Somerst,Norm,8,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,928.0,Y,New,336820,0,3340.0,3.5
RL,SawyerW,Norm,7,CompShg,128.0,4,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,454.0,Y,WD ,277000,19,3219.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,312.0,Y,WD ,117600,47,1788.0,1.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Min2,Attchd,Unf,271.0,Y,WD ,140000,59,2524.0,1.5
RL,CollgCr,Norm,9,CompShg,402.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,874.0,Y,New,395039,0,3517.0,3.5
RL,Gilbert,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Unf,572.0,Y,New,181755,0,2264.0,3.0
RL,SawyerW,Norm,7,CompShg,118.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,612.0,Y,New,186800,1,2800.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Fin,549.0,Y,WD ,177500,44,2884.0,2.5
RL,OldTown,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,216.0,Y,WD ,64500,80,1624.0,2.0
FV,Somerst,Norm,7,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,506.0,Y,WD ,260000,6,2976.0,3.0
RL,Blmngtn,Norm,7,CompShg,16.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,388.0,Y,New,185485,0,2532.0,2.0
RM,BrkSide,Norm,5,CompShg,0.0,3,3,TA,Y,FuseA,TA,5,Typ,Detchd,Unf,180.0,Y,WD ,105000,78,1590.0,2.0
RL,Veenker,Norm,6,CompShg,360.0,4,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,RFn,512.0,Y,WD ,187000,31,2383.0,2.5
RL,NWAmes,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,440.0,Y,WD ,202500,22,2829.0,3.0
RL,NridgHt,Norm,7,CompShg,210.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,878.0,Y,WD ,245700,2,3228.0,3.0
RL,SawyerW,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,283.0,Y,WD ,128000,27,1896.0,1.5
RL,NridgHt,Norm,8,CompShg,178.0,4,4,Gd,Y,SBrkr,Ex,8,Typ,Attchd,RFn,878.0,Y,WD ,275500,1,3128.0,2.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,490.0,Y,WD ,225000,10,2961.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,288.0,Y,WD ,138000,50,1711.0,2.0
RM,BrDale,Norm,6,CompShg,381.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,264.0,Y,WD ,88000,39,1617.0,1.5
RL,NridgHt,Norm,9,CompShg,772.0,5,4,Ex,Y,SBrkr,Ex,9,Typ,BuiltIn,Fin,694.0,Y,WD ,380000,1,4796.0,2.5
FV,Somerst,Norm,8,CompShg,292.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,660.0,Y,WD ,256000,1,3320.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,5,Typ,Detchd,Unf,576.0,Y,WD ,134800,59,1800.0,1.5
RM,Blueste,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Attchd,Fin,462.0,Y,WD ,121000,29,1790.0,1.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,578.0,Y,New,227875,0,2635.0,3.0
RL,CollgCr,Norm,8,CompShg,72.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,776.0,Y,WD ,245350,2,3388.0,2.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Gd,N,FuseA,TA,8,Typ,None,None,0.0,N,WD ,93500,86,1872.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Fa,N,SBrkr,TA,5,Typ,Basment,Unf,366.0,Y,COD,83000,90,1293.0,1.0
RL,ClearCr,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,501.0,Y,WD ,240000,15,3533.0,3.5
RM,OldTown,Norm,5,CompShg,0.0,3,3,TA,N,FuseA,TA,7,Typ,Detchd,Unf,240.0,Y,WD ,113000,106,1765.0,2.0
RL,NAmes,Norm,6,CompShg,176.0,3,3,TA,Y,FuseA,TA,6,Typ,Attchd,Unf,297.0,Y,WD ,155000,51,2430.0,1.0
RL,Sawyer,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,5,Typ,Detchd,Unf,288.0,Y,WD ,142000,47,1824.0,2.5
RM,BrkSide,Norm,6,CompShg,0.0,4,3,Gd,Y,SBrkr,TA,4,Typ,Detchd,Unf,180.0,Y,WD ,119000,83,1788.0,1.0
RL,Mitchel,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Mod,Attchd,Unf,423.0,Y,WD ,160000,68,2733.0,3.0
RL,Gilbert,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,8,Typ,Attchd,Fin,398.0,Y,WD ,193000,4,2432.0,3.5
RL,NoRidge,Norm,8,CompShg,309.0,4,5,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,517.0,Y,WD ,263000,15,3307.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,400.0,Y,New,164990,1,2620.0,2.0
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,280.0,Y,WD ,119000,53,1896.0,2.0
FV,Somerst,Norm,8,CompShg,238.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,692.0,Y,WD ,238500,3,2820.0,2.0
RL,ClearCr,Norm,7,WdShngl,0.0,3,4,TA,Y,SBrkr,Gd,5,Typ,Attchd,Unf,576.0,Y,WD ,280000,31,3066.0,3.0
FV,Somerst,Norm,8,CompShg,36.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Fin,476.0,Y,New,193800,1,3076.0,3.0
RM,MeadowV,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,572.0,Y,WD ,129900,31,2100.0,2.0
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,672.0,Y,WD ,145000,14,1980.0,1.5
RL,CollgCr,Norm,8,CompShg,178.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,748.0,Y,WD ,275000,5,3540.0,2.0
RL,NAmes,Norm,3,CompShg,0.0,3,3,Fa,N,FuseF,TA,6,Typ,Detchd,Unf,400.0,Y,WD ,81400,56,1040.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,RFn,252.0,P,WD ,125000,55,2178.0,2.0
RM,OldTown,Norm,4,CompShg,0.0,3,2,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,288.0,N,Oth,80000,89,1722.0,1.0
RL,SWISU,Norm,5,CompShg,203.0,3,3,Fa,N,FuseA,Fa,5,Typ,Detchd,Unf,260.0,Y,WD ,104000,86,2403.0,2.0
RL,NoRidge,Norm,7,CompShg,338.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,527.0,Y,WD ,260400,14,3440.0,3.0
RL,NWAmes,Norm,7,CompShg,306.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,484.0,Y,WD ,176000,26,2204.0,2.5
RL,Sawyer,Norm,5,CompShg,442.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,264.0,Y,WD ,123000,41,2080.0,2.0
RL,NoRidge,Norm,9,CompShg,295.0,4,5,Ex,Y,SBrkr,Ex,8,Typ,BuiltIn,RFn,687.0,Y,WD ,291000,8,3691.0,2.5
RL,NAmes,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,240.0,Y,WD ,132000,61,1944.0,2.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,400.0,Y,WD ,176000,3,2184.0,2.5
RL,NAmes,Norm,5,CompShg,70.0,3,3,Fa,Y,SBrkr,TA,7,Min1,Detchd,Unf,576.0,Y,WD ,177625,53,2776.0,3.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,Unf,392.0,Y,WD ,104900,82,2005.0,2.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,515.0,Y,WD ,196000,7,2591.0,2.5
RL,NridgHt,Norm,9,CompShg,394.0,5,5,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,564.0,Y,WD ,280000,2,3154.0,3.0
RL,Gilbert,Norm,7,CompShg,22.0,3,4,Gd,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,400.0,Y,WD ,168500,14,1858.0,2.5
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,423.0,Y,WD ,170000,11,2452.0,2.5
RL,Mitchel,Norm,3,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,9,Min1,2Types,RFn,1041.0,N,WD ,130000,54,2034.0,1.0
RM,BrkSide,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Min2,Detchd,Unf,400.0,Y,WD ,150000,69,2998.0,2.0
RL,CollgCr,Norm,5,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Attchd,RFn,462.0,Y,WD ,145000,10,2200.0,1.5
RL,Mitchel,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,560.0,Y,WD ,188000,30,3456.0,4.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,460.0,Y,WD ,169000,10,2516.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,430.0,Y,New,155000,1,2250.0,1.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,530.0,Y,WD ,196000,4,2782.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,435.0,Y,WD ,219500,5,2849.0,2.5
RL,Gilbert,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,390.0,Y,New,170440,1,2184.0,2.5
RL,Edwards,Norm,6,CompShg,140.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,440.0,Y,WD ,159500,32,2116.0,1.5
RL,NWAmes,Norm,7,CompShg,288.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,Unf,530.0,Y,WD ,174000,38,2986.0,2.0
RL,NAmes,Norm,7,Tar&Grv,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,526.0,Y,WD ,167000,37,2554.0,2.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,440.0,Y,WD ,148500,33,2311.0,2.5
RL,SawyerW,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,720.0,Y,WD ,147983,30,2228.0,2.0
RL,SawyerW,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,288.0,Y,WD ,120000,29,1843.0,1.5
RL,Edwards,Norm,5,CompShg,0.0,3,5,Gd,Y,SBrkr,TA,5,Typ,Attchd,Fin,450.0,Y,WD ,157000,2,2180.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,2,Fa,Y,FuseA,TA,7,Typ,Detchd,Unf,280.0,P,WD ,91500,58,2266.0,2.5
RL,Edwards,Norm,5,CompShg,0.0,3,2,Gd,Y,FuseA,TA,4,Typ,None,None,0.0,P,WD ,85000,98,1592.0,1.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,461.0,Y,WD ,140000,42,2428.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,Unf,386.0,Y,WD ,127000,41,1910.0,2.0
FV,Somerst,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,673.0,Y,WD ,207500,5,2592.0,2.5
RL,Edwards,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,7,Typ,Detchd,Unf,836.0,Y,WD ,415000,71,5508.0,3.5
RL,Crawfor,Norm,6,CompShg,132.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,463.0,Y,WD ,193000,49,3122.0,3.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,Fin,343.0,Y,WD ,174000,15,2183.0,2.5
RL,NAmes,Norm,7,CompShg,0.0,3,3,Ex,Y,FuseA,TA,6,Typ,Attchd,Unf,410.0,Y,WD ,152500,61,2226.0,2.5
